negative test results
new severe acute
non-invasive respiratory support
novel therapeutic targets
october 18-21 2020
poor health outcomes
postoperative complication rate
primary care setting
protect healthcare workers
protective equipment use
real time pcr
retrospective multicenter study
rna secondary structure
secondary traumatic stress
serious mental illness
single nucleotide polymorphism
strong positive correlation
structure-based drug design
using near-infrared spectroscopy
using propensity score
younger age groups
among medical staff
antiviral immune responses
cause significant morbidity
causing coronavirus disease
cell surface receptors
clinical features laboratory
clinical frailty scale
clinical trial data
confirmed covid-19 pneumonia
consecutive patients treated
covid-19 negative patients
covid-19 pandemic compared
district general hospital
early april 2020
early march 2020
effective treatment option
favorable clinical outcome
findings may help
first pandemic wave
first two weeks
generalized linear model
glial fibrillary acidic
health insurance coverage
high case fatality
high clinical suspicion
inhaled nitric oxide
institutional review board-approved
many health care
movement control order
national early warning
numerical rating scale
packed red blood
peripheral blood lymphocytes
postoperative pancreatic fistula
pubmed cochrane library
qingfei paidu decoction
real-time quantitative pcr
respiratory syndrome outbreak
secondary bacterial infections
significantly different among
syndrome temporally associated
two case studies
tyrosine kinase inhibitors
using flow cytometry
vein endothelial cells
veterans health administration
zealand white rabbits
acutely ill patients
among university students
better clinical outcomes
body surface area
bone marrow transplantation
complete genome sequences
continuing medical education
covid-19 cases per
covid-19 preventive measures
critical care resources
current global pandemic
differential gene expression
elevated d-dimer levels
health service delivery
human parainfluenza virus
incremental cost-effectiveness ratio
left atrial appendage
less blood loss
monte carlo simulations
multicenter retrospective study
multiplex polymerase chain
observational study conducted
one hundred patients
plasmacytoid dendritic cells
public health burden
public health guidelines
renal transplant recipients
respiratory illness caused
small molecule inhibitors
superficial femoral artery
symptoms included fever
syndrome coronavirus type
transmissible gastroenteritis coronavirus
using computed tomography
via respiratory droplets
viral respiratory infection
2009 h1n1 pandemic
acquired immunodeficiency syndrome
acute stroke care
aged ≥18 years
almost every country
among hospitalized covid-19
bone mineral density
case series study
cerebral infarction score
cervical cancer screening
computed tomography showed
covid-19 related deaths
currently available evidence
digital mental health
effective infection control
generalized linear models
health information system
histocompatibility complex class
infectious disease control
juvenile idiopathic arthritis
laparoscopic gastric bypass
laparoscopic radical prostatectomy
left ventricular dysfunction
low complication rates
lower socioeconomic status
lung cancer cells
mean absolute percentage
multicenter randomized clinical
multivariate cox proportional
new public health
online survey among
peripheral blood samples
phase iii clinical
primary end points
primary funding source
protein expression levels
quality-adjusted life years
random effects models
rapid antigen test
rapid antigen tests
real-time rt-pcr assay
reduced ejection fraction
results three hundred
self-rating depression scale
serious adverse effects
several clinical trials
significantly less likely
strict social distancing
upper respiratory symptoms
using linear regression
using three different
viral gene expression
viral upper respiratory
across age groups
adverse childhood experiences
adverse events associated
angiotensin converting enzyme-2
antiviral immune response
breast cancer survivors
broadly neutralizing antibodies
canadian task force
cell cycle progression
chain reaction tests
chronic inflammatory diseases
chronic pelvic pain
chronic renal failure
complete aneurysm occlusion
covid-19 cases reported
covid-19 mortality rates
covid-19 patients including
covid-19 patients requiring
deep learning techniques
disability-adjusted life years
dysregulated immune response
effective antiviral drugs
embryonic stem cells
health care sector
hernia repair using
inductive thematic analysis
linked immunosorbent assay
mean gestational age
mechanical circulatory support
mental health burden
minimally invasive approaches
minimum inhibitory concentration
montreal cognitive assessment
mortality rate among
mortality rate due
negative mental health
novel 2019 coronavirus
ovid medline embase
patients without cancer
peptide receptor radionuclide
plaque reduction neutralization
porcine circovirus type
porcine transmissible gastroenteritis
portal vein thrombosis
positive likelihood ratio
potential risk factor
public health infrastructure
pubmed embase cinahl
recombinant tissue plasminogen
renin angiotensin system
resonance energy transfer
results also showed
results also suggest
serum c-reactive protein
single-stranded rna virus
social distancing restrictions
stent retriever thrombectomy
symptoms including fever
three groups based
two time periods
ultraviolet germicidal irradiation
university teaching hospital
using content analysis
viral rna shedding
virus strain a59
within two weeks
american community survey
among adults aged
chronic medical conditions
copies per reaction
covid-19 infection may
covid-19 positive patient
critical care setting
current public health
current study examined
data sources medline
decision support systems
develop acute respiratory
equine encephalitis virus
face mask wearing
feline enteric coronavirus
gastric cancer patients
hematopoietic cell transplantation
hypertension cardiovascular disease
infection prevention measures
infectious disease 2019
lactate dehydrogenase levels
live attenuated vaccines
low-density lipoprotein cholesterol
male mean age
mental health crisis
mental health treatment
mitochondrial membrane potential
positive-sense rna viruses
postoperative pain scores
potential adverse effects
primary spontaneous pneumothorax
proportional hazard regression
protect public health
public health ethics
public health perspective
public health strategy
quality assessment tool
recent coronavirus disease
regression analyses showed
reported high levels
risk factors related
severe respiratory symptoms
superior vena cava
three groups according
underwent endovascular treatment
vascular smooth muscle
viral genomic rna
100 000 people
absolute percentage error
adverse event reporting
among cancer patients
baseline national institutes
calcium channel blockers
cancer patients undergoing
case fatality ratio
cochrane library web
coronavirus 2019 disease
covid-19 pandemic based
disease called covid-19
eastern mediterranean region
elective surgical procedures
elevated liver enzymes
endovascular stroke treatment
factors significantly associated
gdp per capita
high fatality rate
high population density
hospitalized adult patients
human lung epithelial
international physical activity
irritable bowel syndrome
key informant interviews
late march 2020
latent dirichlet allocation
low complication rate
many infectious diseases
median incubation period
mild upper respiratory
multicenter randomized controlled
n95 filtering facepiece
people experiencing homelessness
potential confounding factors
primary care practices
provide novel insights
public health communication
public health worldwide
pubmed scopus web
rapid systematic review
receptor radionuclide therapy
routine clinical care
sars-cov-2 test results
subgroup analysis showed
suspected sars-cov-2 infection
technology acceptance model
times per week
torres strait islander
unidirectional barbed suture
unprecedented covid-19 pandemic
unruptured intracranial aneurysms
using google forms
venovenous extracorporeal membrane
2009 pandemic influenza
bilateral lung involvement
carotid artery occlusion
causes severe acute
cell proliferation migration
central venous pressure
chain reaction assays
clinical manifestations laboratory
clinical outcomes including
cohort study including
covid-19 patients especially
critical coronavirus disease
data sources pubmed
demographic clinical laboratory
digital health technologies
fetal growth restriction
generalized linear mixed
health care team
healthcare systems around
highly infectious diseases
independent factors associated
laparoscopic right hemicolectomy
lateral flow immunoassay
low tidal volume
lower respiratory infections
medline embase web
melinda gates foundation
negative pressure wound
negative rt-pcr results
neurally adjusted ventilatory
new therapeutic approaches
older age male
particle swarm optimization
personal protective measures
pneumonia acute respiratory
polyunsaturated fatty acids
posters session type
present study suggests
pressure wound therapy
public health action
public health organizations
pulse wave velocity
random effect model
randomized control trial
remote patient monitoring
respiratory system compliance
reverse transcription loop-mediated
review panel member
sars-cov-2 nucleocapsid protein
skilled nursing facility
spontaneous breathing trial
stem cell therapy
systematic review protocol
transcription loop-mediated isothermal
using random effects
viral infectious diseases
within one week
2019 severe acute
absorption distribution metabolism
acute care hospital
acute liver injury
acute sars-cov-2 infection
adjusted relative risk
adjusted ventilatory assist
aortic valve implantation
brain arteriovenous malformations
cancer cell line
causes severe respiratory
cerebral blood volume
cerebral venous sinus
cognitive behavioral therapy
common among patients
convalescent covid-19 patients
crimean-congo hemorrhagic fever
current covid-19 outbreak
december 2019 coronavirus
drug delivery system
effective reproductive number
endoscopic mucosal resection
epithelial cell line
esophageal squamous cell
gene expression patterns
globally asymptotically stable
health record data
hemorrhagic fever virus
improve health outcomes
inducible nitric oxide
infection fatality rate
kaplan-meier survival analysis
larger sample sizes
lateral flow assay
liquid chromatography-tandem mass
low certainty evidence
lower lymphocyte count
lower mortality rate
male sprague-dawley rats
may help reduce
mean incubation period
multivariate analysis identified
patients met inclusion
peripheral vascular disease
propensity score matched
provide new insight
public health agency
public health messages
public health risks
rational drug design
required hospital admission
requiring hospital admission
requiring icu admission
rna dependent rna
simple random sampling
snowball sampling technique
social networking sites
umbilical cord blood
undergraduate medical education
univariate analysis showed
using cox proportional
valley fever virus
virus neutralization test
wilcoxon signed-rank test
abdominal wall hernia
advanced gastric cancer
allogeneic hematopoietic stem
among older people
among patients admitted
apoptotic cell death
authors independently extracted
average operative time
background single-incision laparoscopic
black lives matter
case control study
chromatography-tandem mass spectrometry
communicable disease control
congenital diaphragmatic hernia
covid-19 pandemic requires
covid-19 vaccine development
crazy paving pattern
current clinical practice
deduced amino acid
descriptive statistical analysis
developed acute respiratory
double-blind placebo-controlled trial
endoplasmic reticulum stress
enfermedad por coronavirus
extracellular signal-regulated kinase
false positive results
first case report
global health issue
h5n1 avian influenza
health care professional
hiatal hernia repair
included randomised controlled
inflammatory cell infiltration
inform future research
kidney replacement therapy
laboratory-confirmed covid-19 patients
large artery occlusion
last five years
lymph node biopsy
magnetic resonance angiography
medline embase scopus
mental health providers
met eligibility criteria
multicenter retrospective cohort
novel infectious disease
overall in-hospital mortality
performed using pubmed
peripheral oxygen saturation
phylogenetic analysis based
poorer mental health
posterior circulation aneurysms
provide valuable insights
recurrent neural network
regular physical activity
risk factors among
sars-cov-2 polymerase chain
second leading cause
semliki forest virus
seriously ill patients
study may provide
support public health
throat swab samples
transient ischaemic attack
two patients died
undergraduate medical students
using next-generation sequencing
using reverse transcription
using structural equation
viral fusion proteins
viral rna detection
whole genome sequences
acid amplification test
acute respiratory symptoms
adverse health effects
assisted living facilities
background laparoscopic sleeve
blood samples collected
body weight gain
called coronavirus disease
cerebral perfusion pressure
chronic lymphocytic leukemia
convalescent plasma donors
critical appraisal skills
deep brain stimulation
early december 2019
first postoperative day
flow cytometry analysis
hand hygiene practices
health crisis caused
high risk patients
higher c-reactive protein
human resource management
identify studies reporting
inclusion criteria included
infection control guidelines
infectious disease threats
invasive pulmonary aspergillosis
left lower lobe
los angeles county
low socioeconomic status
many clinical trials
march 11th 2020
mean squared error
median gestational age
median survival time
methods two hundred
molecular mechanisms involved
natural orifice translumenal
nhs foundation trust
patient safety culture
patients undergoing open
pelo novo coronavírus
poor clinical outcome
potent antiviral activity
potential drug candidates
primary care clinicians
public health education
public health priority
qualitative study using
reduction neutralization test
respiratory viral panel
sars cov-2 virus
scanning electron microscope
severe covid-19 outcomes
single center retrospective
stent-assisted coil embolization
study population comprised
study used data
total sample size
two patients developed
undergoing bariatric surgery
unprecedented global health
using review manager
wearing personal protective
acute cerebrovascular disease
acute covid-19 infection
alcohol use disorders
antigen presenting cells
asymptomatic covid-19 patients
cell-mediated immune responses
chest tube insertion
chinese hamster ovary
clinical trial registries
cochrane library medline
computed tomography imaging
confirmed severe acute
convalescent plasma transfusion
covid-19 pandemic affects
covid-19 pandemic began
covid-19 pandemic could
covid-19 related symptoms
critical care services
days per week
direct oral anticoagulants
duchenne muscular dystrophy
dural arteriovenous fistula
dynamic light scattering
emergency remote teaching
endovascular aneurysm repair
female mean age
fourth industrial revolution
frontline health workers
global health governance
global mental health
health emergency response
health problems among
heart failure patients
hematopoietic stem cells
high molecular weight
highly conserved among
infection control precautions
infection control procedures
infections including covid-19
infectious diseases caused
information regarding covid-19
laparoscopic hernia repair
magnetic resonance spectroscopy
mean airway pressure
new zealand clinical
nutrition examination survey
pathogen-associated molecular patterns
patients undergoing cardiac
positive attitudes toward
positive nasopharyngeal swab
posterior communicating artery
potential therapeutic agents
primary outcomes included
prospective multicenter study
proton pump inhibitor
public health laboratories
public health workers
rapid diagnostic test
real-time pcr assay
received little attention
required icu admission
respiratory coronavirus virus
restriction fragment length
results also indicate
set enrichment analysis
showed positive results
significantly lower levels
single-center case series
smell and/or taste
social work practice
specific antiviral drugs
study took place
support vector machines
sustainable development goal
task force classification
trial registration prospero
tyrosine kinase inhibitor
using artificial intelligence
women mean age
11th march 2020
abdominal wall defects
abnormal liver tests
absolute neutrophil count
affordable care act
ambient air quality
annular plane systolic
anterior choroidal artery
become increasingly popular
becoming increasingly important
better mental health
care systems worldwide
cause severe respiratory
common mental health
community health centers
comprehensive literature review
contact tracing app
converting enzyme inhibitors
coronavirus spike protein
cross-sectional survey study
databases including medline
developing severe disease
false negative rate
foreign body reaction
global pandemic covid-19
google scholar pubmed
harvested lymph nodes
high binding affinity
higher viral load
identify relevant studies
improve mental health
infection control protocols
infectious disease specialists
intraclass correlation coefficients
introduction coronavirus disease
liquid embolic agent
literature search identified
long-term care facility
may also play
may provide new
median estimated blood
metastatic colorectal cancer
methods medline embase
mild covid-19 patients
mitral valve repair
modified vaccinia virus
nationwide inpatient sample
negative percent agreement
new york heart
novel therapeutic approaches
novel therapeutic strategies
older adults living
oxygen partial pressure
past several decades
patent ductus arteriosus
per 100 person-years
per 1000 person-years
percutaneous transluminal angioplasty
physical activity level
polyacrylamide gel electrophoresis
positive rt-pcr test
potential drug target
pregnant women infected
pressure heart rate
previous sars-cov-2 infection
primary care physician
prostate cancer patients
protect health care
public health laboratory
public health programs
pulmonary artery pressure
rank correlation coefficient
real-time reverse-transcription polymerase
regression analysis identified
results may help
results technical success
right upper lobe
sars-cov-2 virus infection
serious adverse event
severe respiratory infection
sinai health system
single-photon emission computed
social distancing behaviors
surgical quality improvement
sympathetic nervous system
three patients died
thrombotic thrombocytopenic purpura
upper urinary tract
vaccinia virus ankara
vaporized hydrogen peroxide
venezuelan equine encephalitis
veno-arterial extracorporeal membrane
york heart association
2003 severe acute
abdominal computed tomography
active covid-19 infection
acute febrile illness
acute limb ischemia
acute respiratory viral
advanced practice nurses
also significantly lower
analysed using thematic
anxiety and/or depression
attitudes towards covid-19
bilateral ground-glass opacities
blood pressure heart
blood pressure reduction
broad-spectrum antiviral activity
cardiovascular disease diabetes
care unit beds
chronic inflammatory disease
chronic low back
chronic respiratory failure
clinical practice guideline
codon usage patterns
comprehensive stroke center
computed tomography findings
confirmed cases worldwide
continuing professional development
cox regression analyses
cycle threshold value
deep learning framework
diabetes mellitus hypertension
different machine learning
enterotoxigenic escherichia coli
findings provide new
following electronic databases
health outcomes among
healthy control group
high patient satisfaction
human epidermal growth
internal ribosome entry
ischemic stroke due
learning management system
literature search using
maintain social distancing
male reproductive system
many questions remain
massachusetts general hospital
may improve outcomes
mean tumor size
mesenteric lymph nodes
methods systematic review
molecular docking results
mrna expression levels
multiple regression analyses
multisystem syndrome temporally
multivariable cox proportional
nasal cannula oxygen
noninvasive positive pressure
one patient experienced
ongoing sars-cov-2 pandemic
orifice translumenal endoscopic
pandemia por covid-19
patients receiving mechanical
pneumonia severity index
posterior reversible encephalopathy
progressive respiratory failure
prone position ventilation
prospective clinical trials
protein-protein interaction network
real time rt-pcr
serum creatinine levels
serum uric acid
severe lower respiratory
show significant differences
significant economic losses
significantly higher incidence
social distancing interventions
standard care alone
statistically significant positive
surgical face masks
tertiary referral hospital
tissue oxygen extraction
total confirmed cases
tubular epithelial cells
two consecutive negative
undergoing clinical trials
undergoing elective surgery
various infectious diseases
ventilated covid-19 patients
wide-neck bifurcation aneurysms
100 000 inhabitants
acute abdominal pain
allied health professionals
antiviral drug development
bnt162b2 mrna covid-19
bypass graft surgery
cell distribution width
cell surface expression
chronic total occlusion
colorectal cancer patients
consecutive patients hospitalized
core body temperature
cough sore throat
covid-19 cases among
covid-19 intensive care
covid-19 pandemic healthcare
covid-19 pneumonia admitted
covid-19 test results
current treatment options
daily covid-19 cases
deaths per year
dependent rna polymerase
differential scanning calorimetry
ethnic minority groups
extremely preterm infants
findings provide insight
frontline medical staff
gene expression profile
genome-wide association study
healthy older adults
high-flow oxygen therapy
human monoclonal antibody
igg/igm rapid test
iii clinical trials
incidence risk factors
included randomized controlled
including acute respiratory
including age sex
indirect fluorescent antibody
intensive care beds
intravenous tissue-type plasminogen
machine learning classifiers
main clinical manifestations
median national institutes
moderate quality evidence
mount sinai health
myelin basic protein
nasal epithelial cells
neuromuscular blocking agents
neutralizing monoclonal antibodies
new england journal
new therapeutic targets
operating room time
pancreatic ductal adenocarcinoma
patent foramen ovale
peak inspiratory pressure
pediatric inflammatory multisystem
percutaneous radiofrequency ablation
performance liquid chromatography
preoperative body mass
present systematic review
prospective randomized trial
protein receptor binding
psychological first aid
public health initiatives
rate blood pressure
receiver operating curve
regression analysis demonstrated
respiratory failure secondary
reverse genetics system
septic shock patients
severe lung injury
significant weight loss
six electronic databases
social distancing practices
social distancing requirements
statistically significant correlation
studies depression scale
study using data
suspected coronavirus disease
são paulo brazil
tertiary referral centre
total intravenous anesthesia
traditional chinese medicines
transform infrared spectroscopy
tricuspid annular plane
two study groups
upper gastrointestinal bleeding
using random-effects models
vaginal cuff closure
vascular risk factors
viral replication cycle
viral respiratory disease
viral transport media
yellow fever virus
2020 springer nature
acute respiratory illnesses
acute stress disorder
acute upper respiratory
adjusted common odds
adverse drug events
analyzed using thematic
bovine serum albumin
bursal disease virus
cause severe disease
cerebral venous thrombosis
chinese biomedical literature
civil society organizations
common mental disorders
confirmed covid-19 case
conventional mechanical ventilation
corona virus infection
covid-19 among patients
covid-19 contact tracing
covid-19 pandemic across
current study investigated
curve analysis showed
decreased lymphocyte count
design cross-sectional study
examine factors associated
fake news detection
false discovery rate
feline panleukopenia virus
fever cough dyspnea
first two months
five electronic databases
fractional tissue oxygen
gender body mass
gene expression omnibus
gestational diabetes mellitus
gestational weight gain
global longitudinal strain
global supply chain
google trends data
grant/research support research
higher viral loads
highly active antiretroviral
hiv viral load
host cell surface
human development index
il-6 il-8 il-10
improve public health
improving global outcomes
included studies using
infected pregnant women
infection among patients
infectious disease epidemics
integral membrane protein
intermittent pneumatic compression
intraoperative complications occurred
invasive pneumococcal disease
laparoscopic right colectomy
live attenuated vaccine
long working hours
lung protective ventilation
many countries including
may cause severe
mean postoperative hospital
mechanical ventilatory support
membrane oxygenation support
multiple risk factors
neck squamous cell
negative rt-pcr test
observational retrospective study
older adults aged
older age group
omega-3 fatty acids
organization declared covid-19
palliative care team
pathway enrichment analysis
patients may benefit
patients required mechanical
patients requiring intensive
per million inhabitants
percutaneous endoscopic gastrostomy
performed using spss
plane systolic excursion
pre-existing mental health
present covid-19 pandemic
previous studies showed
proportional hazard models
prospective case series
public health risk
rank sum test
relatively small number
requiring supplemental oxygen
respiratory syndrome caused
retinoic acid-inducible gene
sars-cov-2 igg assay
second world war
selection data extraction
serum lactate dehydrogenase
several factors including
severe respiratory infections
significantly higher prevalence
single port laparoscopic
squamous cell carcinomas
study provides new
support research grant
tertiary care centers
tertiary care hospitals
translumenal endoscopic surgery
using enzyme-linked immunosorbent
using personal protective
viral structural proteins
acute viral infection
adult patients hospitalized
adverse pregnancy outcomes
adverse side effects
american medical association
among young people
anterior abdominal wall
arterial partial pressure
avian influenza h5n1
becoming increasingly popular
big data analysis
breast cancer cell
bronchial wall thickening
cancer stem cells
central venous access
cerebral tissue oxygenation
clinical outcomes among
cochrane library embase
common risk factors
complications including acute
consecutive hospitalized patients
correlation analysis showed
count c-reactive protein
covid-19 pandemic might
covid-19 patients based
covid-19 vaccine acceptance
cross-sectional study included
depressive symptoms among
design prospective observational
design retrospective case
develop severe disease
early covid-19 pandemic
early warning systems
fetal heart rate
findings may provide
free energy calculations
full personal protective
great saphenous vein
hamilton depression rating
health care setting
high resolution computed
human embryonic kidney
human respiratory tract
hyaline membrane formation
immediate postoperative period
increased c-reactive protein
inhibit viral replication
interspaced short palindromic
major health problem
mass critical care
maternal mental health
median operation time
mental health indicators
modified delphi process
municipal solid waste
newly discovered coronavirus
novel coronavirus disease-2019
objective structured clinical
one patient underwent
online questionnaire survey
ordinary least squares
original research articles
patients may experience
pcr test results
peak expiratory flow
porcine epidemic diarrhoea
positive percent agreement
postanesthesia care unit
postoperative complication rates
pregnant women admitted
present study showed
preventive measures taken
promising therapeutic strategy
pulmonary vascular resistance
rapid global spread
receiving invasive mechanical
resolution computed tomography
retrospective descriptive study
sars-cov-2 igg antibody
sars-cov-2 pcr testing
science citation index
selective serotonin reuptake
standardized mean differences
statistically significant effect
stroke myocardial infarction
structure-based virtual screening
study sample consisted
supervised machine learning
surgical intensive care
temperature relative humidity
treatment-related adverse events
urgent public health
using molecular dynamics
using real-time reverse
using receiver operating
valvular heart disease
virus respiratory syncytial
wolters kluwer medknow
"in" december 2019
acute hypoxic respiratory
acute tubular necrosis
admission mechanical ventilation
advisory/consultancy research grant/funding
aerosol optical depth
among health professionals
anterior circulation large
available evidence suggests
blood flow velocity
cases incidence rate
chest x-ray showed
chi square test
chronic pain patients
clinical trials using
cochrane covid-19 study
codon usage pattern
common clinical symptoms
common symptoms included
confirmatory factor analyses
control group respectively
covid-19 clinical trials
covid-19 disease caused
covid-19 pandemic significantly
covid-19 study register
covid-19 vaccine trials
cvd risk factors
december 2019 covid-19
dental health care
droplet digital pcr
electron microscopy revealed
embase cinahl psycinfo
emergency medical service
emergency room visits
english language articles
favorable clinical outcomes
female sex workers
findings shed light
fine needle aspiration
first confirmed cases
four electronic databases
generative adversarial network
geographic information system
granulocyte colony-stimulating factor
guide future research
health care facility
health problem worldwide
health systems around
healthcare professionals working
high transmission rate
included patient demographics
including age gender
infección por sars-cov-2
inferior cerebellar artery
inflammatory rheumatic diseases
intensive care setting
intraperitoneal onlay mesh
kidney transplant recipient
large academic medical
left ventricular function
living donor liver
may provide useful
mediastinal lymph node
minimally invasive treatment
molecular dynamic simulation
motor evoked potentials
nasal swab samples
national surgical quality
neglected tropical diseases
nlrp3 inflammasome activation
observational study using
one month later
open access article
operative time blood
past three decades
patients testing positive
patients undergoing primary
percutaneous thermal ablation
positive severe acute
pro-b-type natriuretic peptide
re-emerging infectious diseases
received invasive mechanical
recent common ancestor
rectal cancer patients
recurrent neural networks
regularly interspaced short
related risk factors
required supplemental oxygen
results provide new
retrospective cohort analysis
reverse transcription quantitative
reversible encephalopathy syndrome
risk mitigation strategies
risk prediction model
rna viruses including
samples tested positive
sars-cov-2 antibody testing
scopus google scholar
seasonal influenza vaccine
seek medical care
serious global health
setting university hospital
severe aortic stenosis
severe traumatic brain
showed significant improvement
since symptom onset
single stranded rna
single-center cohort study
single-center retrospective cohort
social distancing due
social isolation measures
specialist palliative care
specific antiviral treatment
standard care group
standardised mean difference
staple line reinforcement
statistically significant relationship
study provides insights
surviving sepsis campaign
systematic scoping review
three main themes
tissue culture infective
translation initiation factor
transmembrane conductance regulator
trial sequential analysis
two researchers independently
united states food
using cox regression
within normal limits
younger age group
academic tertiary care
acid test results
active antiretroviral therapy
acute physiology score
acute respiratory infectious
advanced practice providers
antimicrobial susceptibility testing
appraisal skills programme
beats per minute
biomedical literature database
care home residents
case report form
cases per 1000
causing severe acute
cell death protein
chest imaging findings
chronic liver diseases
clustered regularly interspaced
composite end point
confirmed covid-19 diagnosis
covid-19 acute respiratory
covid-19 pandemic results
covid-19 respiratory failure
critical illness myopathy
current gold standard
different time periods
drug repurposing approach
environmental protection agency
event reporting system
experimental autoimmune encephalomyelitis
fever sore throat
final edited version
finite element method
fluorescence resonance energy
following bariatric surgery
general linear model
groin hernia repair
guide public health
health care workforce
health information systems
health information technology
healthy blood donors
high success rate
highly contagious virus
hospitalization intensive care
hours per day
independent prognostic factors
inguinal hernia repairs
international human rights
italian national institute
kluwer medknow publications
lactic acid bacteria
least one positive
lower mortality rates
lower respiratory infection
major postoperative complications
may help guide
mechanical thrombectomy using
methods appraisal tool
mini-mental state examination
mitral valve replacement
mixed methods appraisal
monocyte chemoattractant protein-1
myocardial infarction stroke
nephrogenic systemic fibrosis
neural network architecture
nih stroke scale
novel sars-cov-2 virus
observational cross-sectional study
one week later
online survey conducted
optimal cut-off value
pan american health
pandemic public health
partial least square
pediatric covid-19 cases
pediatric critical care
phase iii trials
potential public health
predicted body weight
present study demonstrates
primary care clinics
prospective multicenter observational
public health institutions
public health management
public health service
real time reverse
real-time quantitative polymerase
real-time reverse transcription-pcr
recombinase polymerase amplification
regression analyses revealed
renal sympathetic denervation
revealed significant differences
riyadh saudi arabia
root mean squared
seven patients underwent
severe covid-19 infections
severe side effects
shorter operative time
since february 2020
small renal masses
social media usage
spearman rank correlation
stepwise logistic regression
still largely unknown
study selection data
study sheds light
summarize current knowledge
swine influenza virus
tertiary medical center
used multivariable logistic
using data collected
using multivariate logistic
using specific keywords
viral protein synthesis
whole exome sequencing
wilcoxon signed rank
wuhan hubei china
yet fully understood
zealand clinical trials
100 000 persons
28-day mortality rate
active case finding
acute phase reactants
acute tubular injury
adverse drug reaction
aged ≥65 years
available evidence regarding
average incubation period
avian coronavirus infectious
bile duct injury
breast cancer screening
chronic non-communicable diseases
clinical symptoms laboratory
colon capsule endoscopy
colony forming units
common respiratory pathogens
congenital heart defects
coronavirus aid relief
covid-19 infection rate
covid-19 patients develop
critical care patients
critically ill adult
days post infection
determine factors associated
direct medical costs
dorsolateral prefrontal cortex
edp sciences 2020
embase scopus web
emergency general surgery
experienced laparoscopic surgeons
gene expression levels
global value chains
glucose tolerance test
good internal consistency
high diagnostic accuracy
high mobility group
high mutation rate
high-frequency oscillatory ventilation
host cell membrane
hypercapnic respiratory failure
ideal body weight
ifn regulatory factor
included adult patients
increasing evidence suggests
indirect enzyme-linked immunosorbent
infection prevention practices
insulin-like growth factor
investigator research grant
laparoscopic totally extraperitoneal
laryngeal mask airway
less severe disease
limited data exist
madin-darby canine kidney
maximal voluntary contraction
may also provide
may help inform
may prove useful
may provide insights
median postoperative hospital
medical decision making
middle eastern respiratory
mixed methods approach
multivariable regression analysis
natural killer cell
non-severe covid-19 patients
one study reported
ongoing public health
operative time estimated
oral glucose tolerance
positive-stranded rna viruses
princess cruise ship
principal components analysis
propensity score analysis
prospective randomized clinical
public health data
public health law
public health measure
publicly available datasets
relative risk reduction
respiratory disease complex
right coronary artery
risk factor surveillance
secondary school students
severely ill covid-19
signed rank test
simplified acute physiology
since january 2020
skilled nursing facilities
social distancing rules
spike receptor binding
symptomatic intracranial haemorrhage
thematic content analysis
therapeutic plasma exchange
three patients underwent
traditional risk factors
unified health system
venous oxygen saturation
viruses including influenza
wilcoxon rank sum
wilcoxon rank-sum test
2020 coronavirus disease
absolute risk difference
accumulating evidence suggests
adjusted hazard ratios
advanced life support
age sex ethnicity
american health organization
among patients aged
anterior cingulate cortex
anterior descending artery
april 2020 compared
asthma chronic obstructive
barbed suture group
basic life support
behavioral health care
behavioral risk factor
behaviour change techniques
benign prostatic hyperplasia
careful patient selection
chain reaction analysis
child mental health
circulation large vessel
clinical trials registration
common presenting symptom
control groups respectively
coronavirus diseases 2019
covid-19 nucleic acid
covid-19 pandemic era
covid-19 pandemic required
covid-19 patient care
critical public health
cross-sectional study among
current evidence regarding
data provide evidence
deep learning algorithm
determine risk factors
diabetic kidney disease
different disease severity
disease 2019 pneumonia
diseases including cancer
effective control measures
factor surveillance system
fast track ahead
female sexual function
findings also suggest
first covid-19 lockdown
found statistically significant
future infectious disease
global coronavirus pandemic
good safety profile
greater weight loss
grey literature sources
h5n1 influenza virus
hantavirus pulmonary syndrome
hierarchical linear regression
high performance liquid
higher binding affinity
highly pathogenic coronaviruses
human papilloma virus
ill adult patients
increasingly important role
independent reviewers screened
infectious cdna clone
infectious disease research
influenza vaccination coverage
innate immune signaling
ischaemic heart disease
key learning points
knowledge regarding covid-19
late gadolinium enhancement
learning management systems
liquid chromatography coupled
lung tissue damage
managing covid-19 patients
many developing countries
many diseases including
matched cohort study
mediastinal lymph nodes
metastatic breast cancer
methods pubmed embase
minority ethnic groups
multivariable analysis showed
murine leukemia virus
new antiviral drugs
online social media
outcome measures include
oxidative stress markers
parent artery occlusion
past several years
pediatric covid-19 patients
peroxisome proliferator-activated receptor
por coronavirus 2019
positive surgical margins
posterior cerebral artery
practicing social distancing
pregnant women may
present study evaluated
problematic social media
protein receptor-binding domain
public health campaigns
public health decision-making
public health importance
pubmed science direct
pulse pressure variation
real-time rt-pcr assays
received much attention
remain incompletely understood
remained significantly associated
risk prediction models
ruptured intracranial aneurysms
sequence analysis revealed
sexually transmitted diseases
single-incision laparoscopic colectomy
social distancing policy
south asian countries
specific pathogen free
specific risk factors
state health departments
statistically significant improvements
statistically significant results
síndrome respiratorio agudo
tep inguinal hernia
time-of-flight mass spectrometry
total antioxidant capacity
triple-negative breast cancer
type iii ifns
underlying cardiovascular disease
using pubmed embase
viral respiratory diseases
white cell count
000 deaths globally
